     434       724
     725       436
     697       206
     233       702
      43       671
     703       235
     436       434
     434       435
     437       436
     435       206
     233       437
     699       211
      48       672
     207       206
     234       233
      43       207
     235       234
     213        43
     235       236
     213       211
     236        48
     208       698
     675        52
     435       438
     573       437
     211       209
      48        53
     207       427
     234       665
     212       213
     585       236
     209       208
      53        52
     701       224
      49       673
     438       574
     574       573
     438       431
     666       573
     208       225
      51        52
     427       431
     665       666
     427       428
     665       663
     225       224
      51        49
     209       210
      53       587
     428       212
     585       663
     210       212
     587       585
     220       700
     674        50
     224       222
      49         1
     574       572
     431       433
     666       664
     215       210
     588       587
     223       225
     237        51
     428       429
     661       663
     222       220
      50         1
     432       572
     572       654
     215       214
     242       588
     708       271
     413       723
     432       433
     654       664
     223       214
     237       242
     430       433
     662       664
     220       272
      50       414
     222       221
       1       239
     429       430
     662       661
     229       215
     588       586
     221       223
     239       237
     429       229
     661       586
     272       271
     414       413
     232       432
     654       653
      47       221
     240       239
     214       219
     241       242
     228       229
     452       586
     226       430
     651       662
     271       274
     410       413
     274       710
     722       410
     470       272
     414       412
     274       275
     410       411
      47       469
     240       190
     582       232
     653       582
     218       228
     450       452
     231       232
     653       652
     219       218
     450       241
     226       231
     652       651
     216        47
     238       240
     228       227
     451       452
     219       216
     241       238
     227       226
     651       451
     469       470
     190       412
     472       470
     409       412
     275       472
     409       411
     273       275
     411       188
     273       709
     188       693
     582       581
     216       217
      55       238
     227       441
     451       449
     643       218
     453       450
     230       231
     583       652
     471       469
     189       190
     472       595
     416       409
      87       273
      42       188
     217        44
      54        55
     441       644
     449       454
     644       643
     454       453
     581       446
     581       584
     230       446
     583       584
     441       442
     449       577
     217       642
      55       455
     442       230
     577       583
     643       642
     455       453
     471        44
      54       189
     594       471
     189       420
     595       594
     416       420
     597       595
     417       416
      87       597
     417        42
     278        87
      42       198
     278       712
     198       696
     443       442
     577       578
     644       640
     457       454
     642       641
     455       456
     446       447
     584       580
      44        45
     201        54
     593       594
     420       419
     597       598
     418       417
     277       278
     198       199
     443       576
     445       578
     576       640
     445       457
      46       641
     243       456
     439       443
     578       579
     639       640
     457       458
     447       448
     448       580
     641       639
     456       458
     447       439
     580       579
      45        46
     201       243
      45       149
     200       201
     149       593
     419       200
     596       593
     419       415
     598       596
     418       415
     598        85
     195       418
     277        85
     199       195
     276       277
     199       197
     711       276
     197       695
     575       576
     444       445
     439       619
     579       495
     639       646
     458       244
     625       448
     371        46
     243       246
     543       149
     200       205
     150       596
     196       415
      85        84
     422       195
     276        75
     191       197
     619       620
     495       494
     620       575
     444       494
     647       575
     155       444
     647       646
     244       155
     646       645
     245       244
     619       626
     495       624
     625       626
     624       625
     645       371
     245       246
     371       544
     246       204
     544       543
     205       204
     543       545
     203       205
     150       545
     203       196
      86       150
     196       424
      86        84
     424       422
      84        78
     421       422
      75        78
     191       421
      75        76
     192       191
      76       680
     694       192
     620       618
     493       494
     648       647
     155       156
     623       626
     622       624
     645       650
     158       245
     544       541
     204       202
     545       546
     566       203
      27        86
     424       426
      78        80
     421       423
      77        76
     193       192
     617       623
     499       622
     618       617
     493       499
     440       618
     327       493
     648       440
     327       156
     649       648
     156       157
     623       621
     621       622
     650       649
     158       157
     534       650
     112       158
     541       534
     112       202
     542       541
     202       568
     546       542
     568       566
     546       375
     567       566
     375        27
     426       567
      27        26
     425       426
      80        26
     425       423
      79        80
     423       194
      79        77
     194       193
      74        77
     193       184
     679        74
     184       691
     621       498
     501       617
     496       499
     440       159
     331       327
     540       649
     157       111
     534       533
     336       112
     372       542
     568       569
     375       374
     570       567
      26       377
     559       425
      82        79
     194       186
      74         4
      41       184
     498       500
     498       497
     500       501
     497       496
     501       502
     496       329
     159       502
     331       329
     159       539
     330       331
     539       540
     111       330
     540       538
     111       337
     533       538
     337       336
     533       368
     511       336
     372       368
     569       511
     373       372
     569       571
     373       374
     571       570
     374       376
     570       557
     376       377
     557       559
     377       378
     558       559
     378        82
     186       558
      82        83
     186       187
      83         4
      41       187
       4        81
     185        41
      81       681
     692       185
     503       500
     332       497
     502       508
     329       328
     537       539
     632       330
     536       538
     337       512
     368       369
     511       510
     153       373
     565       571
     379       376
     557       556
     378       381
     558       554
      83       463
     551       187
